"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"The Musketeers: Victoria's Quest","0","0","6","0","2.86","2.86","0.49","N/A","0.0","0.16","0.16","28","1.26","2015-08-20","390940"
"The Mystery of a Lost Planet","0","0","5","0","19.33","19.33","3.84","1.21","68.6","12.96","3.95","27","10.05","2015-12-18","400200"
"The Mystery of Caketropolis","0","0","5","0","13.78","13.78","2.75","1.48","46.0","18.73","2.75","23","7.14","2023-06-20","1606940"
"The Myth Seekers 2: The Sunken City","0","0","5","0","4.12","4.12","0.82","7.30","-786.7","1.48","0.93","14","2.14","2019-10-07","1055310"
"The Myth Seekers: The Legacy of Vulcan","0","0","5","0","2.69","2.69","0.55","0.55","0.0","0.22","0.22","13","1.43","2018-01-23","657040"
"The Nameless: Slay Dragon","0","0","10","0","4.56","4.56","0.44","0.71","-62.5","0.22","3.90","28","1.54","2025-04-26","2410170"
"The Narrator is a DICK","0","0","5","0","4.56","4.56","0.93","2.36","-152.9","28.50","4.06","10","2.42","2016-06-26","473450"
"The New Queen","0","0","5","0","2.36","2.36","0.49","N/A","0.0","0.16","0.16","24","1.26","2017-01-17","552570"
"The Next Door","0","0","6","0","4.94","4.94","0.82","0.55","33.3","0.16","5.71","152","2.14","2016-06-03","447850"
"The Next World","0","0","8","0","3.24","3.24","0.38","0.27","28.6","0.27","0.44","13","1.32","2016-03-11","427860"
"The Night of the Rabbit","0","0","8","0","2.58","2.58","0.33","0.22","33.3","0.27","1.26","231","1.15","2013-07-11","230820"
"The Night of the Scissors","0","0","5","0","5.33","5.33","1.04","N/A","0.0","2.69","5.05","14","2.75","2023-01-28","1975180"
"The Nightmare Cooperative","0","0","6","0","2.75","2.75","0.44","0.33","25.0","0.22","0.16","15","1.15","2014-07-15","310070"
"The Ninja Saviors: Return of the Warriors","0","0","7","0","3.73","3.73","0.55","1.43","-160.0","12.25","4.83","16","1.43","2023-08-04","2288070"
"The NOexistenceN of you AND me","0","0","9","0","7.52","7.52","0.82","0.82","0.0","0.55","0.88","191","3.57","2025-01-10","2873080"
"The Norwood Suite","0","0","5","0","2.20","2.20","0.44","1.04","-137.5","0.16","0.16","28","1.15","2018-09-05","696480"
"The Note","0","0","5","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2018-09-26","345920"
"The Novelist","0","0","6","0","2.47","2.47","0.38","0.27","28.6","0.88","0.44","24","0.99","2015-02-23","245150"
"The Occupation","0","0","9","0","2.80","2.80","0.33","0.16","50.0","1.70","0.16","97","1.43","2019-03-02","765880"
"The Odyssey","0","0","8","0","6.37","6.37","0.82","0.93","-13.3","0.38","67.28","20","2.86","2016-09-13","516560"
"The Oil Blue","0","0","6","0","4.39","4.39","0.71","1.10","-53.8","1.70","3.51","25","1.87","2015-08-09","386700"
"The Operator","0","0","6","0","2.69","2.69","0.44","0.33","25.0","0.49","0.44","107","1.15","2024-09-17","1771980"
"The Orb Chambers","0","0","5","1","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2016-06-04","485220"
"The Orb Chambers II","0","0","6","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2016-08-02","501830"
"The Orchard of Stray Sheep","0","0","8","0","5.99","5.99","0.77","1.48","-92.9","1.65","4.67","15","2.69","2018-10-04","485340"
"The Order of the Thorne - The King's Challenge","0","0","7","0","4.06","4.06","0.60","1.81","-200.0","3.90","1.81","15","2.09","2016-01-27","425600"
"The Other 99","0","0","8","0","12.58","12.58","1.59","2.75","-72.4","4.34","24.05","20","5.55","2017-01-19","415010"
"The Outer Worlds","0","0","11","0","3.08","3.08","0.27","0.22","20.0","0.33","0.38","313","1.21","2020-10-23","578650"
"The Outlast Trials","0","0","9","0","3.84","3.84","0.44","0.27","37.5","0.33","0.33","1188","1.92","2024-03-06","1304930"
"The Overdreamer","0","0","5","0","5.38","5.38","1.10","1.81","-65.0","1.54","1.21","18","2.86","2017-10-26","625560"
"The Painscreek Killings","0","0","9","0","2.80","2.80","0.33","0.16","50.0","0.33","0.66","115","1.15","2017-11-06","624270"
"The Park","0","0","6","0","9.89","9.89","1.65","0.77","53.3","27.62","0.77","34","4.28","2015-10-26","402020"
"The Past Within","0","0","8","0","2.36","2.36","0.27","0.27","0.0","0.33","0.27","403","0.93","2022-11-18","1515210"
"The Pasture","0","0","5","0","3.02","3.02","0.60","0.38","36.4","0.16","0.49","26","1.59","2017-01-12","567680"
"The Path","0","0","6","0","6.70","6.70","1.10","N/A","0.0","0.99","10.82","28","2.86","2013-11-01","27000"
"The Pathless","0","0","10","0","5.16","5.16","0.49","1.76","-255.6","0.44","1.92","31","2.14","2021-11-19","1492680"
"The Pegasus Expedition","0","0","11","0","2.58","2.58","0.22","0.22","0.0","2.31","0.22","297","1.15","2025-02-22","1521070"
"The Penguin Factory","0","0","6","0","3.30","3.30","0.55","2.69","-390.0","50.09","10.98","19","1.43","2019-06-10","486180"
"The Pillage","0","0","7","0","4.06","4.06","0.60","1.92","-218.2","0.27","0.16","11","2.09","2019-02-09","715210"
"The Pirate's Fate","0","0","5","0","7.14","7.14","1.43","1.98","-38.5","4.06","2.42","34","3.73","2018-03-27","553480"
"The Pit: Infinity","0","0","6","0","2.75","2.75","0.44","0.44","0.0","4.34","9.45","8","1.15","2019-11-28","577410"
"The Precinct","0","0","6","0","4.23","4.23","0.71","1.04","-46.2","1.04","2.97","177","1.87","2025-05-20","490110"
"The Princess' Heart","0","0","5","0","4.28","4.28","0.88","2.69","-206.2","1.87","0.33","16","2.31","2015-08-02","378830"
"The Princess, the Stray Cat, and Matters of the Heart","0","0","7","0","4.01","4.01","0.55","1.10","-100.0","2.25","1.92","33","1.92","2019-07-25","1010600"
"The Princess, the Stray Cat, and Matters of the Heart 2","0","0","10","0","7.63","7.63","0.77","0.77","0.0","0.60","5.77","18","3.35","2019-12-16","1128260"
"The Prism","0","0","6","0","2.58","2.58","0.44","0.27","37.5","0.16","0.16","128","1.15","2021-01-06","399420"
"The Procession to Calvary","0","0","6","0","7.52","7.52","1.26","1.48","-17.4","1.76","0.66","26","3.30","2021-10-26","1071130"
"The Promised Land","0","0","5","0","2.36","2.36","0.49","0.44","11.1","3.02","0.22","23","1.26","2014-04-25","296240"
"The Purge Day","0","0","5","0","2.20","2.20","0.44","0.33","25.0","0.16","0.16","87","1.15","2017-01-28","553450"
"The Purring Quest","0","0","7","0","2.91","2.91","0.44","0.44","0.0","0.27","0.27","34","1.54","2015-11-04","409100"
"The Quest","0","0","10","0","3.40","3.40","0.33","0.44","-33.3","12.08","2.75","26","1.43","2016-02-29","428880"
"The Quest for Achievements","0","0","8","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2017-03-27","602940"
"The Quiet Man","0","0","7","0","7.85","7.85","1.10","0.49","55.0","1.48","1.87","21","3.84","2018-11-01","790540"
"The Rabbit Hole","0","0","5","0","2.69","2.69","0.55","0.27","50.0","0.16","0.55","28","0.93","2017-05-26","529630"
"The Rainy Port Keelung","0","0","6","0","8.07","8.07","1.32","N/A","0.0","3.57","8.07","38","3.46","2015-04-07","349320"
"The Red Solstice","0","0","6","0","2.31","2.31","0.38","0.22","42.9","0.16","0.16","147","0.99","2014-07-10","265590"
"The Red Strings Club","0","0","6","0","2.69","2.69","0.44","0.38","12.5","0.66","0.38","138","1.15","2018-01-23","589780"
"The Reject Demon: Toko Chapter 0 - Prelude","0","0","5","0","2.97","2.97","0.60","1.15","-90.9","0.33","1.15","22","1.59","2015-08-28","358770"
"The Renegades of Orion 2.0","0","0","5","5","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2016-02-23","434780"
"The Renovator: Origins","0","0","5","0","4.28","4.28","0.88","3.68","-318.8","0.44","34.82","14","2.31","2024-10-01","1917550"
"The Rescue of Mermaids","0","0","10","0","3.79","3.79","0.38","2.42","-528.6","1.54","0.00","32","1.65","2025-05-18","1074770"
"The Return Home Remastered","0","0","5","0","3.68","3.68","0.71","0.27","61.5","0.16","0.16","63","1.87","2016-12-10","502910"
"The Revenant Prince","0","0","7","0","5.82","5.82","0.82","N/A","0.0","3.24","0.22","14","2.86","2020-08-15","432210"
"The Revenge of Johnny Bonasera: Episode 1","0","0","7","0","9.28","9.28","1.32","0.77","41.7","130.27","0.93","15","4.56","2017-04-13","536430"
"The Riftbreaker","0","0","13","0","3.19","3.19","0.22","0.16","25.0","0.38","0.44","366","1.32","2021-10-19","780310"
"The Rise of Chubtan","0","0","5","0","3.46","3.46","0.71","1.37","-92.3","6.59","0.82","32","1.87","2016-01-23","396010"
"The Rivers of Alice - Extended Version","0","0","9","0","3.95","3.95","0.44","0.38","12.5","0.55","110.61","11","1.92","2015-12-04","411590"
"The Room","0","0","5","0","2.20","2.20","0.44","0.27","37.5","0.16","0.16","520","1.15","2014-07-28","288160"
"The Room 4: Old Sins","0","0","10","0","2.97","2.97","0.27","0.27","0.0","0.33","0.38","266","1.21","2021-02-18","1361320"
"The Room Three","0","0","5","0","2.20","2.20","0.44","0.33","25.0","0.22","0.22","234","1.15","2018-11-14","456750"
"The Room Two","0","0","6","0","2.25","2.25","0.38","0.33","14.3","0.16","0.16","320","0.99","2016-07-05","425580"
"The Room VR: A Dark Matter","0","0","6","0","2.53","2.53","0.44","0.38","12.5","0.33","1.43","38","1.15","2020-04-21","1104380"
"The Ruins: VR Escape the Room","0","0","5","0","5.93","5.93","1.21","1.81","-50.0","1.87","0.33","28","3.13","2017-04-22","592320"
"The Sacred Stone: A Story Adventure","0","0","5","0","2.14","2.14","0.44","0.27","37.5","0.16","0.16","146","1.15","2017-10-20","432410"
"The Sacred Tears TRUE","0","0","7","0","2.86","2.86","0.38","1.81","-371.4","0.38","8.02","18","1.32","2014-09-25","316840"
"The Safeguard Garrison","0","0","9","0","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2017-02-11","585580"
"The Safeguard Garrison 2","0","0","9","0","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2017-04-13","618340"
"The Saint: Abyss of Despair","0","0","6","0","2.97","2.97","0.49","0.33","33.3","0.22","0.16","16","1.26","2017-02-02","560820"
"The Samaritan Paradox","0","0","10","0","3.95","3.95","0.38","0.22","42.9","0.16","0.16","24","1.65","2014-08-17","283180"
"The Sand Man","0","0","9","0","3.24","3.24","0.38","1.76","-357.1","1.21","0.49","25","1.65","2018-08-13","741250"
"The Sealed Ampoule","0","0","6","0","9.67","9.67","1.59","1.81","-13.8","5.16","3.35","17","4.17","2021-03-05","1396980"
"The Search","0","0","5","0","3.24","3.24","0.66","0.99","-50.0","0.71","0.71","33","1.70","2017-05-25","566190"
"The Search for Simon","0","0","6","0","10.11","10.11","1.70","0.00","100.0","11.20","9.78","28","4.45","2016-07-19","488260"
"The Secret Monster Society","0","0","8","0","8.68","8.68","1.10","0.49","55.0","2.20","1.98","14","3.84","2016-07-31","495960"
"The Secret Order 2: Masked Intent","0","0","5","0","2.31","2.31","0.44","0.66","-50.0","0.22","0.16","26","1.15","2015-11-05","399890"
"The Secret Order 3: Ancient Times","0","0","5","0","12.63","12.63","2.53","0.38","84.8","0.93","1.54","24","6.59","2016-03-10","437420"
"The Secret Order 4: Beyond Time","0","0","5","0","2.91","2.91","0.60","0.93","-54.5","0.82","0.33","18","1.04","2016-09-22","517360"
"The Secret Order 5: The Buried Kingdom","0","0","5","0","5.44","5.44","1.10","1.43","-30.0","0.27","0.38","33","2.86","2017-03-29","574260"
"The Secret Order 6: Bloodline","0","0","5","0","2.58","2.58","0.49","0.55","-11.1","0.27","0.27","22","1.26","2017-11-25","662190"
"The Secret Order 7: Shadow Breach","0","0","5","0","2.86","2.86","0.55","0.93","-70.0","0.33","0.71","16","1.43","2019-05-08","1004860"
"The Secret Order 8: Return to the Buried Kingdom","0","0","5","0","4.50","4.50","0.88","1.21","-37.5","0.38","5.27","23","2.31","2020-04-13","1198450"
"The Seeker","0","0","5","0","2.31","2.31","0.44","0.22","50.0","0.16","0.16","204","1.15","2022-05-01","503680"
"The Serpent Rogue","0","0","10","0","2.91","2.91","0.27","0.27","0.0","0.60","0.33","120","1.21","2022-04-03","1453790"
"The Seven Realms: High Lathión","0","0","9","0","10.49","10.49","1.15","0.88","23.8","1.04","2.36","48","5.00","2024-12-03","2580130"
"The Seven Realms: Terran","0","0","9","0","6.92","6.92","0.77","1.32","-71.4","0.44","0.66","49","3.35","2023-09-21","2154330"
"The Sex Curse 💋","0","0","5","0","7.63","7.63","1.54","2.03","-32.1","1.65","1.54","13","4.01","2025-05-10","3393380"
"The Sexy Brutale","0","0","9","0","2.64","2.64","0.27","0.27","0.0","0.44","0.38","149","1.21","2017-07-13","552590"
"The Shadowland","0","0","5","0","2.47","2.47","0.49","0.22","55.6","0.16","0.16","274","1.26","2016-07-23","498620"
"The Shadows of Pygmalion","0","0","8","0","4.56","4.56","0.55","0.00","100.0","2.31","1.10","27","1.92","2017-03-01","549850"
"The Shape Of Heart","0","0","5","0","7.03","7.03","1.43","1.76","-23.1","1.04","4.06","50","3.73","2016-10-25","511090"
"The Shape of Things","0","0","11","0","7.30","7.30","0.66","1.10","-66.7","6.15","1.43","34","3.46","2023-10-22","1853410"
"The Shapeshifting Detective","0","0","11","0","2.91","2.91","0.27","0.16","40.0","0.27","0.16","156","1.43","2018-11-21","898650"
"The Sheltered","0","0","5","0","2.20","2.20","0.44","0.38","12.5","0.16","0.16","21","0.77","2023-06-23","364370"
"The Ship","0","0","6","0","2.31","2.31","0.38","0.22","42.9","0.16","0.16","126","0.99","2014-10-13","2400"
"The Ship: Remasted","0","0","5","0","2.80","2.80","0.55","0.33","40.0","0.55","1.32","25","1.43","2016-12-21","383790"
"The Shivah","0","0","6","0","6.81","6.81","1.15","1.76","-52.4","1.04","1.81","36","3.02","2014-09-16","252370"
"The Showdown Effect","0","0","8","0","2.80","2.80","0.33","0.27","16.7","0.22","0.22","49","1.15","2013-09-19","204080"
"The Shrouded Isle","0","0","5","0","2.36","2.36","0.49","0.33","33.3","0.27","0.16","39","1.26","2017-07-20","501320"
"The Signal From Tölva","0","0","6","0","2.58","2.58","0.44","0.27","37.5","0.66","0.27","26","1.15","2017-04-10","457760"
"The Signal State","0","0","5","0","2.20","2.20","0.44","0.33","25.0","0.99","0.38","35","1.15","2022-06-24","1577620"
"The Signifier Director's Cut","0","0","6","0","2.75","2.75","0.44","N/A","0.0","0.88","0.55","11","1.15","2021-04-22","1082930"
"The Silent Age","0","0","5","0","2.36","2.36","0.49","0.27","44.4","0.16","0.16","63","1.26","2023-03-20","352520"
"The Silver Case","0","0","6","0","8.51","8.51","1.43","0.93","34.6","1,919.20","2.25","18","3.73","2016-11-22","476650"
"The Sims™ 2 Legacy Collection","0","0","5","0","6.15","6.15","1.21","1.54","-27.3","1.21","0.49","79","3.13","2025-03-20","3314070"
"The Sims™ 4","0","0","6","0","4.06","4.06","0.66","0.71","-8.3","0.33","0.33","1267","1.70","2020-06-18","1222670"
"The Sims™ Legacy Collection","0","0","5","0","7.52","7.52","1.48","1.81","-22.2","18.62","0.55","95","3.84","2025-02-11","3314060"
"The Sinking City Remastered","0","0","8","0","3.02","3.02","0.38","0.22","42.9","0.60","0.44","180","1.32","2024-01-16","750130"
"The Slater","0","0","6","0","5.60","5.60","0.93","0.33","64.7","0.27","0.16","21","2.42","2018-12-08","881690"
"The Slaughter: Act One","0","0","5","0","8.51","8.51","1.70","1.48","12.9","2.36","0.16","27","4.45","2016-02-14","356390"
"The Slimeking's Tower","0","0","6","0","4.45","4.45","0.71","1.81","-153.8","0.99","517.56","11","1.87","2017-07-11","458660"
"The Slopes","0","0","5","0","2.25","2.25","0.44","0.27","37.5","0.16","0.16","132","1.15","2023-06-14","620790"
"The Slormancer","0","0","9","0","2.53","2.53","0.27","0.33","-20.0","155.53","2.91","180","1.21","2025-05-13","1104280"
"The Sojourn","0","0","10","0","4.17","4.17","0.44","1.81","-312.5","5.77","31.80","14","1.92","2020-09-30","794960"
"The Solus Project","0","0","8","0","4.67","4.67","0.60","0.27","54.5","0.60","16.75","30","2.09","2016-02-21","313630"
"The Song of Saya","0","0","5","0","7.36","7.36","1.48","1.37","7.4","0.82","2.86","56","3.84","2019-09-17","702050"
"The Sorceress","0","0","8","0","23.01","23.01","2.86","2.42","15.4","13.78","9.17","25","9.94","2017-02-02","579330"
"The Space Garden","0","0","9","0","6.37","6.37","0.71","1.04","-46.2","0.44","0.27","8","2.47","2016-11-16","536320"
"The Spatials","0","0","6","0","2.86","2.86","0.49","0.33","33.3","1.65","3.35","13","1.26","2015-03-23","346420"
"The Spatials: Galactology","0","0","8","0","3.73","3.73","0.49","0.38","22.2","1.21","2.14","22","1.70","2017-05-01","450700"
"The Spell Brigade","0","0","10","0","2.97","2.97","0.27","0.22","20.0","0.44","0.38","215","1.21","2025-02-05","2904000"
"The Spiral Scouts","0","0","8","0","2.75","2.75","0.33","0.49","-50.0","0.16","0.16","30","1.15","2018-07-18","862480"
"The Spirit and the Mouse","0","0","9","0","3.79","3.79","0.44","0.44","0.0","1.21","46.52","42","1.92","2024-03-25","1679210"
"The Spirit Underneath","0","0","5","0","3.19","3.19","0.66","0.38","41.7","0.16","0.16","32","1.70","2017-01-04","562240"
"The Spy Who Shrunk Me","0","0","5","0","3.51","3.51","0.71","3.46","-384.6","1.37","0.71","29","1.87","2019-06-20","754850"
"The Stalin Subway","0","0","5","0","2.80","2.80","0.55","0.77","-40.0","0.16","0.22","40","1.43","2015-03-18","311140"
"The Stalin Subway: Red Veil","0","0","6","0","5.77","5.77","0.99","0.88","11.1","0.16","0.16","32","2.58","2015-04-06","311120"
"The Star Named Eos","0","0","8","0","4.28","4.28","0.55","N/A","0.0","33.89","1.10","53","1.92","2024-07-23","1619230"
"The Station","0","0","6","0","4.01","4.01","0.66","1.04","-58.3","1.26","20.10","14","1.70","2018-01-12","565120"
"The Steam Awards","0","0","9","1","0.00","0.00","0.00","N/A","0.0","0.38","0.44","0","0.00","2016-12-15","566020"
"The Steam Awards - 2019","0","0","9","7","0.00","0.00","0.00","N/A","0.0","0.38","0.38","0","0.00","2019-12-12","1195670"
"The Steam Awards - 2020","0","0","11","3","0.00","0.00","0.00","N/A","0.0","0.88","0.44","0","0.00","2020-12-22","1465680"
"The Steam Awards - 2021","0","0","10","1","0.00","0.00","0.00","N/A","0.0","0.44","0.38","0","0.00","2021-12-22","1797760"
"The Steam Winter Sale - 2018","0","0","8","11","0.00","0.00","0.00","N/A","0.0","0.38","0.44","0","0.00","2018-12-13","991980"
"The Story Goes On","0","0","5","0","6.21","6.21","1.26","0.99","21.7","104.29","1.04","17","2.20","2015-06-12","369560"
"The Story of Henry Bishop","0","0","13","0","3.79","3.79","0.27","1.48","-440.0","0.44","0.27","52","1.65","2020-01-15","1116230"
"The StoryTale","0","0","6","0","4.72","4.72","0.77","2.14","-178.6","0.22","1.76","16","2.03","2019-07-09","629230"
"The Sun at Night","0","0","7","0","3.40","3.40","0.49","N/A","0.0","1.21","0.38","8","1.70","2014-08-01","314570"
"The Sun Never Sets","0","0","10","0","2.75","2.75","0.27","0.16","40.0","0.16","0.16","124","1.21","2017-06-09","636370"
