"Game","# Owned","# Unique","# Cards","Badge Lvl","Set Price","Price Diff","Card Avg","Booster Avg","Booster %","Emote Avg","BG Avg","Avg Qty","Discount","Added","AppId"
"Fighties","0","0","6","0","2.97","2.97","0.49","0.71","-44.4","0.60","27.68","15","1.26","2015-07-14","362810"
"FIGHTING EX LAYER","0","0","15","0","4.61","4.61","0.33","0.38","-16.7","0.88","0.88","28","2.03","2018-12-06","871200"
"Fighting Fantasy Classics","0","0","8","0","10.21","10.21","1.26","1.15","8.7","2.58","2.14","11","4.39","2018-07-16","856880"
"Fighting Fantasy Legends","0","0","5","0","2.75","2.75","0.55","0.93","-70.0","0.66","11.53","13","1.43","2017-07-08","496340"
"FIGHTING SPACE","0","0","6","0","7.91","7.91","1.32","N/A","0.0","108.63","44.59","17","3.46","2016-12-23","556090"
"Figment","0","0","7","0","2.64","2.64","0.38","0.27","28.6","0.16","0.16","170","1.32","2017-09-23","493540"
"Figment 2: Creed Valley","0","0","5","0","2.25","2.25","0.44","0.33","25.0","0.16","0.16","125","1.15","2023-03-17","1085220"
"Figure World","0","0","6","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2020-03-28","341580"
"Filthy Lucre","0","0","6","0","15.27","15.27","2.53","0.00","100.0","4.17","0.99","7","6.59","2016-12-14","533010"
"FIM Speedway Grand Prix 15","0","0","7","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2016-01-16","348820"
"Final Battle","0","0","5","0","10.38","10.38","2.09","1.87","10.5","2.69","14.06","18","5.44","2018-04-21","638720"
"Final Bravely","0","0","5","0","2.53","2.53","0.49","3.13","-533.3","0.33","0.38","25","1.26","2017-01-18","576800"
"Final Core","0","0","9","1","6.48","6.48","0.71","0.27","61.5","1.21","2.53","15","3.13","2017-02-21","556250"
"Final Days","0","0","5","0","3.13","3.13","0.60","0.00","100.0","0.77","14.33","13","1.59","2018-10-02","459830"
"Final Dusk","0","0","6","0","17.46","17.46","2.91","N/A","0.0","0.00","0.00","4","2.53","2015-01-13","337420"
"Final Exam","0","0","6","0","2.42","2.42","0.38","0.27","28.6","0.22","0.16","73","0.99","2013-11-12","233190"
"FINAL FANTASY","0","0","7","0","7.19","7.19","1.04","1.15","-10.5","0.44","0.33","72","2.75","2021-08-03","1173770"
"FINAL FANTASY II","0","0","10","0","8.68","8.68","0.88","1.26","-43.8","0.55","0.66","53","3.84","2021-08-03","1173780"
"FINAL FANTASY III","0","0","9","0","8.02","8.02","0.88","0.99","-12.5","0.44","2.53","49","3.08","2021-08-03","1173790"
"Final Fantasy III (3D Remake)","0","0","9","0","3.57","3.57","0.38","0.55","-42.9","0.60","0.66","77","1.65","2014-05-27","239120"
"FINAL FANTASY IV","0","0","12","0","11.37","11.37","0.93","0.60","35.3","5.77","0.66","62","4.89","2021-09-09","1173800"
"Final Fantasy IV (3D Remake)","0","0","7","0","2.91","2.91","0.44","1.15","-162.5","1.59","0.38","159","1.54","2014-09-29","312750"
"FINAL FANTASY IV: THE AFTER YEARS","0","0","8","0","13.95","13.95","1.76","N/A","0.0","14.28","2.09","32","6.10","2015-05-12","346830"
"FINAL FANTASY IX","0","0","8","0","6.26","6.26","0.77","0.99","-28.6","0.38","0.38","192","2.69","2016-04-14","377840"
"FINAL FANTASY TYPE-0 HD","0","0","6","0","3.30","3.30","0.55","0.55","0.0","0.44","1.26","54","1.43","2015-08-18","340170"
"FINAL FANTASY V","0","0","5","0","10.93","10.93","2.20","1.10","50.0","0.82","0.93","31","5.71","2021-11-11","1173810"
"FINAL FANTASY VI","0","0","14","0","6.97","6.97","0.49","0.44","11.1","0.44","0.38","54","3.02","2022-02-24","1173820"
"FINAL FANTASY VII EVER CRISIS","0","0","12","0","4.72","4.72","0.38","0.55","-42.9","0.38","5.71","218","2.03","2023-12-07","2484110"
"FINAL FANTASY VII REBIRTH","0","0","8","0","6.48","6.48","0.82","0.82","0.0","0.99","2.42","591","2.86","2025-01-24","2909400"
"FINAL FANTASY VII REMAKE INTERGRADE","0","0","6","0","5.22","5.22","0.88","1.10","-25.0","0.33","0.38","673","2.31","2022-06-17","1462040"
"FINAL FANTASY VIII - REMASTERED","0","0","6","0","5.71","5.71","0.93","1.21","-29.4","0.33","1.43","68","2.42","2019-09-04","1026680"
"FINAL FANTASY X/X-2 HD Remaster","0","0","8","0","3.95","3.95","0.49","0.49","0.0","0.82","0.38","315","1.70","2016-05-13","359870"
"FINAL FANTASY XII THE ZODIAC AGE","0","0","12","0","4.12","4.12","0.33","0.38","-16.7","2.53","0.38","211","1.70","2018-02-01","595520"
"FINAL FANTASY XIII","0","0","6","0","3.51","3.51","0.60","0.88","-45.5","0.38","0.33","239","1.59","2014-10-09","292120"
"FINAL FANTASY XIII-2","0","0","6","0","4.67","4.67","0.77","1.21","-57.1","0.44","0.38","99","2.03","2014-12-12","292140"
"FINAL FANTASY XV WINDOWS EDITION","0","0","6","0","3.08","3.08","0.49","0.44","11.1","0.38","0.38","452","1.26","2018-03-08","637650"
"FINAL FANTASY XVI","0","0","8","0","6.97","6.97","0.88","0.93","-6.3","0.44","1.32","650","3.08","2024-09-18","2515020"
"Final Outpost: Definitive Edition","0","0","10","0","29.11","29.11","2.91","N/A","0.0","0.00","0.00","9","7.58","2025-06-07","3066310"
"Final Profit: A Shop RPG","0","0","9","0","3.46","3.46","0.38","1.15","-200.0","0.55","0.22","23","1.65","2023-07-10","1705140"
"Final Quest","0","0","5","2","2.25","2.25","0.44","0.33","25.0","0.22","0.16","88","1.15","2016-08-17","512640"
"Final Quest II","0","0","5","1","2.47","2.47","0.49","0.27","44.4","0.22","0.16","51","1.26","2016-10-18","540020"
"Final Rush","0","0","9","0","16.59","16.59","1.87","2.64","-41.2","8.84","2.64","15","8.13","2014-09-10","263480"
"Final Slam 2","0","0","8","0","3.95","3.95","0.49","0.44","11.1","0.27","14.44","21","1.70","2014-06-12","291330"
"Final Soccer VR","0","0","6","0","2.75","2.75","0.44","0.49","-12.5","2.53","2.36","12","1.15","2016-11-18","555060"
"FINAL TAKE","0","0","5","0","2.25","2.25","0.44","0.33","25.0","0.16","0.16","87","1.15","2016-06-16","400510"
"Final Theosis","0","0","10","0","7.03","7.03","0.71","N/A","0.0","8.24","3.51","26","3.13","2017-03-24","576020"
"Find Out","0","0","5","0","5.82","5.82","1.15","N/A","0.0","0.16","3.35","90","3.02","2016-02-17","444410"
"Find the Demon","0","0","6","0","6.70","6.70","1.10","N/A","0.0","1.81","8.40","21","2.86","2024-12-18","2717570"
"Find your way","0","0","5","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2023-06-01","848010"
"Finders","0","0","6","0","3.19","3.19","0.55","0.27","50.0","7.58","0.16","19","1.43","2015-04-09","352140"
"Finding Hope","0","0","5","0","2.25","2.25","0.44","0.27","37.5","0.16","0.16","67","1.15","2017-01-31","481600"
"Finding Paradise","0","0","6","0","2.31","2.31","0.38","0.33","14.3","0.27","0.27","243","0.99","2017-12-15","337340"
"Finding Teddy","0","0","6","0","2.47","2.47","0.38","0.27","28.6","0.38","0.16","28","0.99","2013-12-03","259600"
"Fine Sweeper","0","0","6","0","3.24","3.24","0.55","1.81","-230.0","3.13","0.16","12","1.43","2015-05-21","367000"
"Finnish Army Simulator","0","0","5","0","5.55","5.55","1.10","N/A","0.0","8.51","23.23","26","2.86","2023-11-01","1184250"
"Finque","0","0","6","0","7.85","7.85","1.32","0.93","29.2","1.92","9.06","18","3.46","2016-10-08","532700"
"Fire in the Goal","0","0","6","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2016-10-22","535160"
"Fire: Ungh’s Quest","0","0","5","0","2.42","2.42","0.49","0.38","22.2","0.33","0.16","31","1.26","2015-04-10","325520"
"FireAlpaca SE","0","0","6","0","6.04","6.04","0.99","2.20","-122.2","1.32","8.46","37","2.58","2016-05-27","458750"
"Firefall","0","0","8","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2014-07-16","227700"
"Firefighting Simulator - The Squad","0","0","16","0","4.17","4.17","0.27","0.16","40.0","0.38","6.59","156","1.92","2021-02-03","420560"
"Fireflies","0","0","15","0","8.24","8.24","0.55","0.55","0.0","0.82","18.23","38","3.84","2016-12-06","396530"
"Firegirl: Hack 'n Splash Rescue","0","0","5","0","2.97","2.97","0.60","0.77","-27.3","0.22","0.16","26","1.59","2022-07-25","1608550"
"Firestone: Online Idle RPG","0","0","16","0","5.16","5.16","0.33","0.27","16.7","0.77","0.60","98","2.03","2021-05-28","1013320"
"Firewatch","0","0","6","0","3.46","3.46","0.55","0.55","0.0","0.33","0.66","1267","1.43","2016-02-10","383870"
"Firewood","0","0","7","0","3.02","3.02","0.44","0.33","25.0","0.22","0.16","20","1.54","2017-07-30","615180"
"First Class Escape 2: Head in the Clouds","0","0","5","0","2.64","2.64","0.55","0.44","20.0","0.66","6.76","30","1.43","2022-03-31","1826570"
"First Class Escape: The Train of Thought","0","0","6","0","2.53","2.53","0.44","0.27","37.5","0.60","0.38","27","1.15","2021-10-29","1738610"
"First Class Trouble","0","0","6","0","2.64","2.64","0.44","0.93","-112.5","0.27","0.27","84","1.15","2021-04-05","953880"
"First Feudal","0","0","9","0","3.02","3.02","0.33","0.22","33.3","1.37","0.49","38","1.43","2018-06-22","733460"
"First Impact: Rise of a Hero","0","0","5","0","5.05","5.05","0.99","N/A","0.0","10.82","2.97","19","2.58","2017-04-27","548470"
"First Strike","0","0","8","0","3.13","3.13","0.38","0.38","0.0","1.04","4.61","33","1.32","2017-06-01","587000"
"Fishermurs","0","0","5","0","2.20","2.20","0.44","0.49","-12.5","0.16","0.16","200","1.15","2017-03-01","564210"
"Fishing: Barents Sea","0","0","11","0","3.24","3.24","0.27","0.22","20.0","4.50","0.82","81","1.43","2018-02-24","501080"
"Fishing: North Atlantic","0","0","6","0","3.90","3.90","0.66","0.33","50.0","0.44","0.38","31","1.70","2020-11-06","1264250"
"Fission Superstar X","0","0","9","0","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2019-10-10","793680"
"Fist of love","0","0","7","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2018-10-16","939760"
"Fist Puncher","0","0","7","0","2.91","2.91","0.44","0.55","-25.0","0.77","1.92","21","1.54","2013-10-07","238630"
"Fist Slash: Of Ultimate Fury","0","0","6","0","7.30","7.30","1.21","1.10","9.1","0.16","4.61","45","3.13","2015-12-21","409070"
"Fist's Elimination Tower","0","0","7","0","14.06","14.06","2.03","3.30","-62.2","3.19","0.71","17","7.08","2017-08-29","630460"
"Fit For a King","0","0","8","0","3.19","3.19","0.38","0.60","-57.1","0.93","3.73","16","1.32","2020-03-29","1110380"
"Fitz the Fox","0","0","5","0","3.13","3.13","0.60","1.48","-145.5","2.75","2.47","20","1.59","2015-08-07","372830"
"Five Dates","0","0","8","0","3.57","3.57","0.44","0.33","25.0","0.22","0.16","53","1.15","2020-12-26","1353270"
"Five Elements","0","0","6","0","4.94","4.94","0.82","1.37","-66.7","14.94","9.01","13","2.14","2017-05-09","575670"
"Five Hearts Under One Roof","0","0","6","0","6.54","6.54","1.10","1.15","-5.0","1.81","1.59","153","2.86","2024-12-20","3021100"
"FIVE: Champions of Canaan","0","0","15","0","6.86","6.86","0.44","0.22","50.0","0.22","12.03","28","3.08","2016-10-26","492870"
"FIVE: Guardians of David","0","0","15","0","4.12","4.12","0.27","0.16","40.0","3.90","1.59","21","1.65","2015-11-25","387010"
"Fix Me Fix You","0","0","5","0","6.04","6.04","1.21","0.60","50.0","6.92","0.16","8","3.13","2017-03-13","601570"
"Flag N Frag","0","0","8","0","6.37","6.37","0.77","N/A","0.0","1.81","296.18","11","2.69","2016-05-05","456160"
"Flagster","0","0","5","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2017-03-23","611530"
"Flairtender","0","0","5","0","14.94","14.94","2.97","2.03","31.5","5.38","9.83","14","7.74","2017-10-16","586020"
"Flame Keeper","0","0","6","0","2.91","2.91","0.49","3.68","-644.4","2.86","0.22","25","1.26","2023-08-09","1374230"
"Flame of Memory","0","0","5","0","3.51","3.51","0.71","0.60","15.4","0.71","1.43","8","1.87","2017-02-11","575090"
"Flame Over","0","0","5","0","17.08","17.08","3.40","0.60","82.3","4.34","0.71","9","8.90","2015-05-22","345080"
"Flamebreak","0","0","5","0","2.64","2.64","0.55","2.53","-360.0","0.60","2.42","12","1.43","2015-10-21","399640"
"Flamel's miracle（弗拉梅尔的奇迹）","0","0","7","0","3.35","3.35","0.49","0.88","-77.8","0.22","2.03","107","1.70","2017-04-05","599480"
"Flash Doll","0","0","6","0","2.47","2.47","0.38","1.15","-200.0","1.59","1.76","79","0.99","2025-03-15","3328720"
"Flat Kingdom Paper's Cut Edition","0","0","10","0","3.08","3.08","0.33","0.16","50.0","1.37","1.43","25","1.43","2016-04-07","405970"
"Flat Path","0","0","6","0","2.75","2.75","0.44","0.27","37.5","3.30","0.16","18","1.15","2016-08-24","512740"
"FLATHEAD","0","0","5","0","3.30","3.30","0.66","1.21","-83.3","6.15","2.80","20","1.70","2024-08-27","2840480"
"FlatOut","0","0","6","0","3.30","3.30","0.55","0.44","20.0","0.16","0.16","132","1.43","2024-07-21","6220"
"FlatOut 2","0","0","6","0","2.64","2.64","0.44","0.33","25.0","0.16","0.16","446","1.15","2024-07-21","2990"
"FlatOut 4: Total Insanity","0","0","9","0","3.46","3.46","0.38","0.27","28.6","0.33","6.10","56","1.65","2017-04-04","402130"
"FlatOut: Ultimate Carnage Collector's Edition","0","0","5","0","2.47","2.47","0.49","0.38","22.2","0.22","0.22","179","1.26","2024-07-20","12360"
"Flatspace IIk","0","0","7","0","6.97","6.97","0.99","1.04","-5.6","5.60","10.76","15","3.46","2017-04-21","585430"
"Fleeting Iris","0","0","12","0","4.50","4.50","0.38","0.38","0.0","1.26","10.16","24","2.03","2021-05-19","1184890"
"Flem","0","0","6","0","5.27","5.27","0.88","1.32","-50.0","4.89","2.14","13","2.31","2015-04-29","341760"
"Flesh Eaters","0","0","5","0","2.69","2.69","0.55","0.33","40.0","0.16","0.16","379","0.93","2015-09-03","383580"
"Flight of the Paladin","0","0","5","0","5.49","5.49","1.10","N/A","0.0","0.16","0.16","21","2.86","2016-06-20","405610"
"Flight Sim World","0","0","7","0","3.30","3.30","0.49","1.98","-300.0","2.53","4.56","19","1.26","2017-05-18","389280"
"Flight to Eternity","0","0","5","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2017-06-02","638680"
"Fling to the Finish","0","0","11","0","2.97","2.97","0.27","0.16","40.0","0.16","0.16","162","1.21","2021-08-25","1054430"
"Flinthook","0","0","12","0","3.30","3.30","0.27","0.44","-60.0","1.15","1.15","62","1.43","2017-04-13","401710"
"Flipon","0","0","5","0","2.86","2.86","0.55","1.81","-230.0","7.58","1.15","9","1.43","2023-09-03","1285020"
"Flippin Misfits","0","0","7","0","3.02","3.02","0.44","0.33","25.0","1.04","0.27","18","1.54","2022-12-23","1765520"
"Flipping Death","0","0","7","0","3.19","3.19","0.44","0.55","-25.0","1.92","0.55","19","1.54","2018-08-06","626660"
"Flix and Chill","0","0","7","0","2.69","2.69","0.38","0.33","14.3","0.16","0.16","20","1.32","2017-03-01","595460"
"Flix The Flea","0","0","10","0","3.19","3.19","0.33","0.16","50.0","0.16","0.16","28","1.43","2015-06-12","371390"
"Flobe","0","0","9","0","2.58","2.58","0.27","0.16","40.0","0.16","0.16","167","1.21","2016-02-22","434530"
"Flock","0","0","12","0","9.94","9.94","0.82","7.36","-793.3","0.60","0.00","39","4.28","2024-07-17","1472930"
"Flockers","0","0","6","0","2.36","2.36","0.38","0.33","14.3","2.25","1.21","35","0.99","2014-05-02","260330"
"Flood of Light","0","0","5","0","2.53","2.53","0.49","1.76","-255.6","0.22","42.56","21","1.26","2017-07-03","606480"
"Floor 13: Deep State","0","0","6","0","6.37","6.37","1.04","0.00","100.0","6.97","9.89","9","1.81","2020-12-17","1263990"
"Floor Plan: Hands-On Edition","0","0","6","0","3.30","3.30","0.55","0.60","-10.0","0.99","121.43","14","1.43","2019-02-07","673060"
"Floppy Knights","0","0","10","0","2.97","2.97","0.27","0.27","0.0","1.04","2.31","61","1.21","2022-06-03","1057800"
"Florence","0","0","5","0","4.56","4.56","0.93","2,565.54","-274,694.1","0.16","0.16","102","2.42","2020-02-25","1102130"
"Florensia","0","0","10","0","4.56","4.56","0.44","0.55","-25.0","2.25","1.15","17","1.92","2018-02-27","384030"
"Flower","0","0","5","0","3.02","3.02","0.60","0.49","18.2","0.38","4.06","69","1.59","2019-03-25","966330"
"Flower Design","0","0","5","0","2.69","2.69","0.55","0.44","20.0","3.24","0.77","18","1.43","2018-01-17","546070"
"Flower Shop: Summer In Fairbrook","0","0","5","0","12.91","12.91","2.58","N/A","0.0","23.40","0.16","32","6.76","2014-05-16","290990"
"Flower Shop: Winter In Fairbrook","0","0","5","0","3.51","3.51","0.71","1.43","-100.0","6.86","0.55","11","1.87","2014-07-31","311680"
"Flowers -Le volume sur automne-","0","0","10","0","6.70","6.70","0.66","0.88","-33.3","4.50","0.77","50","2.86","2020-10-27","1238730"
"Flowers -Le volume sur ete-","0","0","10","0","4.56","4.56","0.44","0.66","-50.0","0.55","0.93","66","1.92","2019-09-24","858940"
"Flowers -Le volume sur printemps-","0","0","9","0","5.77","5.77","0.66","0.77","-16.7","0.71","6.21","186","2.86","2016-08-17","452440"
"Flowers Blooming at the End of Summer","0","0","12","0","4.83","4.83","0.38","0.60","-57.1","0.44","0.44","145","2.03","2024-09-23","1173010"
"Fluffy","0","0","6","0","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2017-01-19","578260"
"Fluffy Creatures VS The World","0","0","5","0","2.42","2.42","0.49","0.27","44.4","0.16","0.16","99","1.26","2017-04-13","619400"
"Fluffy Store","0","0","7","0","3.40","3.40","0.49","0.44","11.1","0.27","0.44","160","1.70","2019-08-30","1038740"
"Flute Master","0","0","5","0","13.73","13.73","2.75","1.70","38.0","3.79","1.54","15","7.14","2016-06-18","380100"
"Fly and Destroy","0","0","6","0","2.25","2.25","0.38","0.27","28.6","0.16","0.22","506","0.99","2016-07-29","508180"
"Fly Corp","0","0","10","0","3.24","3.24","0.33","2.09","-533.3","0.44","2.36","74","1.43","2022-03-18","1372530"
"Fly in the House","0","0","6","0","2.75","2.75","0.44","0.27","37.5","0.22","0.22","22","1.15","2015-03-03","350500"
"Fly O'Clock","0","0","5","0","2.36","2.36","0.49","0.27","44.4","0.16","0.16","112","0.88","2016-07-08","490820"
"Fly Punch Boom!","0","0","8","0","2.97","2.97","0.38","0.22","42.9","1.32","1.59","18","1.32","2020-05-31","1051960"
"Fly to KUMA MAKER","0","0","6","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2016-09-17","517860"
"FLY'N","0","0","5","0","2.80","2.80","0.55","0.38","30.0","0.22","2.86","21","1.43","2013-07-23","223730"
"Fly, Glowfly!","0","0","5","0","4.01","4.01","0.82","2.75","-233.3","17.96","2.03","34","2.14","2016-06-19","415530"
"Flyhunter Origins","0","0","5","0","2.91","2.91","0.60","N/A","0.0","0.49","0.77","10","1.59","2015-08-11","300620"
"Flying Pengy","0","0","5","0","2.91","2.91","0.60","0.49","18.2","0.27","0.16","25","1.59","2016-10-26","519870"
"Flying Red Barrel - The Diary of a Little Aviator","0","0","10","0","7.47","7.47","0.77","1.15","-50.0","0.77","8.84","24","3.35","2020-07-14","1036370"
"Flying Tigers: Shadows Over China","0","0","7","0","2.86","2.86","0.38","0.33","14.3","0.66","0.27","19","1.32","2016-02-09","365810"
"FlyKnight","0","0","8","0","2.75","2.75","0.33","0.27","16.7","1.37","0.49","104","1.15","2025-03-17","3108510"
"Fog of War","0","0","6","0","11.97","11.97","1.98","1.37","30.6","15.65","5.66","15","5.16","2017-02-10","574080"
"Follia - Dear father","0","0","6","0","4.89","4.89","0.82","1.81","-120.0","2.53","0.66","10","2.14","2020-03-17","434190"
"Food Fight: Culinary Combat","0","0","8","0","10.60","10.60","1.32","4.56","-245.8","0.00","1.48","14","4.56","2024-07-09","2243580"
"Football Blitz","0","0","5","0","2.42","2.42","0.49","0.38","22.2","1.70","0.22","9","1.26","2017-01-13","516410"
"Football Manager 2013","0","0","6","0","2.47","2.47","0.38","0.27","28.6","0.49","0.88","38","0.99","2013-07-12","207890"
"Football Manager 2014","0","0","9","0","2.91","2.91","0.33","0.22","33.3","0.71","0.38","71","1.43","2013-12-20","231670"
"Football Manager 2016","0","0","9","0","2.80","2.80","0.33","0.22","33.3","0.44","0.33","69","1.43","2016-03-22","378120"
"Football Manager 2018","0","0","10","0","2.75","2.75","0.27","0.27","0.0","0.38","0.38","116","1.21","2017-11-24","624090"
"Football Manager 2019","0","0","10","0","2.69","2.69","0.27","0.16","40.0","6.48","0.55","155","1.21","2018-11-01","872790"
"Football Manager 2020","0","0","10","0","2.86","2.86","0.27","0.22","20.0","0.33","0.38","102","1.21","2019-11-20","1100600"
"Football Manager 2021","0","0","11","0","3.02","3.02","0.27","0.22","20.0","0.44","0.38","184","1.21","2020-11-24","1263850"
"Football Manager 2022","0","0","10","0","2.91","2.91","0.27","0.22","20.0","0.38","0.38","243","1.21","2021-11-09","1569040"
"Football Manager 2023","0","0","10","0","2.80","2.80","0.27","0.22","20.0","0.38","0.33","205","1.21","2023-05-04","1904540"
"Football Manager 2024","0","0","10","0","3.13","3.13","0.33","0.88","-166.7","0.38","0.38","207","1.43","2023-11-07","2252570"
"Football, Tactics & Glory","0","0","11","0","2.97","2.97","0.27","0.22","20.0","880.74","1.26","88","1.43","2015-10-10","375530"
"Footgun: Underground","0","0","11","0","6.65","6.65","0.60","3.62","-500.0","0.00","38.33","11","3.13","2024-07-03","2206240"
"FootLOL: Epic Soccer League","0","0","9","0","2.80","2.80","0.33","N/A","0.0","0.22","0.16","49","1.43","2014-04-16","263740"
"FootRock","0","0","5","0","3.08","3.08","0.60","0.38","36.4","0.16","0.16","19","1.59","2016-10-16","497100"
"FootRock 2","0","0","5","0","3.02","3.02","0.60","N/A","0.0","0.16","0.16","21","1.59","2017-04-07","576740"
"For Honor","0","0","12","0","3.08","3.08","0.27","0.16","40.0","0.44","0.38","1996","1.43","2017-02-14","304390"
"For the GHOSTs","0","0","5","0","13.84","13.84","2.75","1.26","54.0","1.21","2.53","36","7.14","2024-02-03","2487390"
"For The King","0","0","6","0","2.14","2.14","0.38","0.22","42.9","0.38","0.38","549","0.99","2019-04-03","527230"
"For The King II","0","0","15","0","3.30","3.30","0.22","0.16","25.0","0.60","1.32","2021","1.54","2025-03-07","1676840"
"For The Warp","0","0","8","0","2.91","2.91","0.38","0.44","-14.3","16.26","1.15","13","1.32","2020-09-09","1201830"
"Forager","0","0","9","1","2.64","2.64","0.27","0.16","40.0","0.38","0.33","607","1.21","2019-01-13","751780"
"Forbidden Fantasy","0","0","5","0","4.83","4.83","0.99","1.32","-33.3","0.49","0.44","66","2.58","2024-12-08","2638560"
"Forbidden Planet","0","0","5","1","2.36","2.36","0.49","0.27","44.4","0.27","0.16","74","1.26","2016-01-13","434610"
"Force of Nature","0","0","6","0","2.58","2.58","0.44","0.33","25.0","3.95","0.27","57","1.15","2018-04-12","568570"
"Force Reboot","0","0","5","0","2.69","2.69","0.55","N/A","0.0","0.38","1.87","23","1.43","2023-04-25","1766010"
"FORCED","0","0","5","0","2.42","2.42","0.49","0.33","33.3","0.60","0.38","49","1.26","2013-10-24","249990"
"Foresight","0","0","10","0","5.33","5.33","0.55","0.38","30.0","2.58","1.76","19","2.36","2015-04-13","315080"
"Forest Fortress","0","0","6","0","6.21","6.21","1.04","0.93","10.5","0.55","1.48","25","2.75","2018-04-16","616620"
"Forest Of Relics","0","0","9","0","3.51","3.51","0.38","0.88","-128.6","4.34","2.64","62","1.65","2024-03-11","2235500"
"Foretales","0","0","8","0","2.47","2.47","0.33","0.27","16.7","0.49","0.16","89","1.15","2022-11-03","1170080"
"Forever To You!","0","0","6","0","4.06","4.06","0.66","0.99","-50.0","0.71","1.81","32","1.70","2022-11-02","1609010"
"Forge","0","0","7","0","4.01","4.01","0.55","0.66","-20.0","7.85","0.60","11","1.43","2014-06-19","223390"
"Forge of Gods (RPG)","0","0","7","0","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2016-05-06","461910"
"Forge Your Fate","0","0","11","3","0.00","0.00","0.00","N/A","0.0","0.38","0.44","0","0.00","2021-06-18","1658760"
"Forged Adventure","0","0","6","0","0.00","0.00","0.00","N/A","0.0","0.00","0.00","0","0.00","2017-05-12","602560"
"Forget Me Not: My Organic Garden","0","0","7","0","10.54","10.54","1.48","N/A","0.0","0.60","0.38","8","5.16","2015-08-21","363980"
"Forgive Me Father","0","0","8","0","2.53","2.53","0.33","0.22","33.3","0.33","0.33","157","1.15","2022-04-11","1590910"
"Forgive Me Father 2","0","0","9","0","3.73","3.73","0.44","0.33","25.0","0.88","0.44","66","1.92","2024-10-31","2272250"
"Forgotten Hill Disillusion","0","0","10","0","3.95","3.95","0.38","0.27","28.6","0.71","0.49","17","1.65","2020-07-12","1133930"
"Forgotten Hill Mementoes","0","0","6","0","6.21","6.21","1.04","0.71","31.6","0.44","0.71","12","2.75","2021-08-12","783940"
"Forgotten Lore","0","0","6","0","6.86","6.86","1.15","1.59","-38.1","3.19","6.65","43","3.02","2016-06-25","391240"
"Forgotten Places: Regained Castle","0","0","12","0","3.90","3.90","0.33","0.27","16.7","0.33","2.36","35","1.70","2021-10-17","777160"
"Forgotten Tales: Day of the Dead","0","0","15","0","14.94","14.94","0.99","1.43","-44.4","0.66","0.55","26","6.86","2016-05-28","453770"
"Forgotten, Not Lost - A Kinetic Novel","0","0","5","0","2.86","2.86","0.55","0.27","50.0","0.16","0.16","19","1.43","2016-03-31","457490"
"Forgotton Anne","0","0","15","0","3.73","3.73","0.27","0.27","0.0","0.77","0.60","134","1.92","2018-05-15","542050"
"FORM","0","0","5","0","6.86","6.86","1.37","2.03","-48.0","16.53","1.43","31","3.57","2017-06-02","408520"
"forma.8","0","0","5","0","5.05","5.05","0.99","1.65","-66.7","7.58","1.10","9","2.58","2017-11-17","510240"
"Formata","0","0","5","0","4.45","4.45","0.88","N/A","0.0","0.49","20.54","22","2.31","2017-02-12","580040"
"Forsake","0","0","7","0","3.30","3.30","0.49","0.66","-33.3","3.08","4.34","23","1.70","2023-01-31","1785120"
"Forsaken Uprising","0","0","5","1","0.00","0.00","0.00","0.00","","0.00","0.00","0","0.00","2015-02-02","314700"
"Forspoken","0","0","9","0","3.13","3.13","0.33","0.33","0.0","1.04","0.99","292","1.43","2023-01-25","1680880"
"Fort Defense","0","0","5","1","2.14","2.14","0.44","0.33","25.0","0.16","0.16","74","1.15","2018-02-13","343930"
"Fort Meow","0","0","6","0","2.97","2.97","0.49","0.55","-11.1","0.88","0.16","20","1.26","2015-06-15","352070"
"Fort Solis","0","0","8","0","2.42","2.42","0.27","0.88","-220.0","0.33","0.33","241","0.93","2023-08-23","1931730"
"Fort Triumph","0","0","8","0","2.97","2.97","0.38","0.27","28.6","0.22","2.69","50","1.32","2020-12-11","612570"
"Fort Zombie","0","0","5","0","5.00","5.00","0.99","0.71","27.8","7.03","12.36","12","2.58","2018-12-04","415180"
"Fortified","0","0","6","0","2.31","2.31","0.38","1.76","-357.1","0.16","0.16","114","0.99","2016-01-29","334210"
"Fortissimo FA","0","0","8","0","3.35","3.35","0.44","0.82","-87.5","0.22","0.99","40","1.54","2018-06-13","844920"
"Fortix","0","0","5","0","6.70","6.70","1.32","1.21","8.3","0.55","0.16","26","3.46","2013-07-23","45400"
"Fortix 2","0","0","5","0","2.80","2.80","0.55","0.44","20.0","0.22","0.16","17","1.43","2013-07-23","45450"
